"969635","Catherine Rapid","456-77-6752","7000574886.09","2020-12-24 07:26:48","5.27","USD","2021-08-25 08:42:53"
"551419","Tracy Garden","314-59-3334","8360298659.67","2021-02-28 02:03:55","8.20","USD","2022-01-04 20:17:19"
"210010","Scott Island","357-75-0108","6288625090.59","2020-05-25 06:05:05","0.18","EUR","2021-12-13 14:49:41"
"413338","Williams Station","242-84-3566","5076511443.55","2020-11-03 22:20:23","8.04","USD","2021-05-30 18:13:39"
"375122","Catherine Rapid","459-09-4084","659936379.27","2020-05-27 03:16:47","1.39","RMB","2021-06-22 20:46:22"
"900558","Coleman Plains","326-55-5521","3462120280.05","2020-10-22 17:04:26","6.21","RMB","2022-02-04 11:12:27"
"464636","Williams Station","615-56-5353","7476711962.60","2021-03-13 17:55:39","2.25","EUR","2021-12-20 01:48:48"
"550135","Tracy Garden","617-45-3440","8406711298.56","2020-12-31 06:58:36","6.97","USD","2021-06-04 14:36:10"
"442196","Scott Island","700-09-2785","7080688746.02","2020-08-18 12:57:58","6.08","RMB","2021-08-18 03:23:28"
"602544","Crystal Centers","838-08-4170","1860312132.46","2021-02-18 04:26:04","1.91","USD","2021-07-02 15:52:46"
"349899","Carter Underpass","615-56-5353","1146347016.22","2021-02-20 19:23:14","5.14","RMB","2021-08-22 13:42:46"
"920119","Catherine Rapid","543-40-4538","2337916522.45","2021-03-19 09:45:05","3.87","RMB","2022-01-31 03:36:50"
"358900","Carter Underpass","744-49-6417","9236116381.20","2020-08-26 12:49:29","3.52","USD","2021-06-19 15:15:35"
"646227","Williams Station","467-54-8882","2220939354.54","2020-05-08 07:58:00","8.39","USD","2021-04-26 22:30:45"
"355625","Carter Underpass","078-43-0688","2280639414.25","2021-01-15 21:37:03","9.84","USD","2022-03-21 20:45:43"
"320136","Coleman Plains","439-03-6023","7131559672.37","2020-12-17 13:00:58","3.17","EUR","2022-01-02 20:46:37"
"367910","Lopez Isle","476-02-9791","2445730480.64","2020-11-05 02:36:26","1.92","RMB","2022-03-14 23:43:49"
"508949","Catherine Rapid","615-56-5353","9195560245.04","2021-03-05 04:13:57","3.71","EUR","2022-03-21 02:45:42"
"205692","Norma Bridge","333-63-2471","5937144545.95","2020-10-05 00:59:16","1.60","RMB","2021-05-18 00:05:07"
"963772","Julia Drives","311-17-2220","7999726853.52","2021-02-27 19:23:27","8.17","RMB","2021-09-06 15:18:58"
"377092","Scott Island","356-17-4173","5138211777.83","2020-11-21 08:41:03","7.55","USD","2021-08-18 07:26:00"
"355754","Tracy Garden","367-24-2307","7252413337.69","2020-11-14 12:34:53","10.46","USD","2021-12-23 22:30:53"
"765731","Norma Bridge","242-84-3566","6728741151.14","2021-02-17 17:51:17","9.39","EUR","2021-05-26 09:46:57"
"301885","Sanders Burg","850-96-0300","1222991915.73","2020-10-15 04:49:01","1.06","USD","2021-08-05 18:10:53"
"990418","Lopez Isle","736-65-4152","2756601057.62","2020-08-10 05:37:01","4.01","RMB","2021-09-25 12:21:14"
"484207","Carter Underpass","453-10-7576","5401849072.71","2020-10-24 12:42:11","8.01","RMB","2022-01-28 08:29:40"
"846882","Catherine Rapid","371-80-4093","4913407069.64","2020-07-06 14:49:23","4.15","RMB","2021-07-26 08:11:01"
"953931","Victoria Falls","533-52-7765","8971095763.47","2020-06-03 02:17:19","9.25","EUR","2021-08-09 16:50:57"
"287388","Thomas Drive","494-12-0928","9182504801.12","2021-03-22 21:40:57","1.66","USD","2022-02-02 08:52:16"
"126095","Lopez Isle","736-65-4152","5883764257.64","2020-09-27 13:13:28","0.55","EUR","2022-01-08 16:21:18"
"699109","Lopez Isle","444-13-3723","4270582224.99","2020-06-11 20:20:18","7.82","EUR","2021-12-05 22:02:51"
"100875","Julia Drives","234-84-2834","6258595454.19","2020-04-15 18:16:04","9.89","USD","2021-06-05 15:50:35"
"588840","Thomas Drive","711-26-9910","9403205133.86","2020-06-03 13:37:50","6.95","USD","2021-06-02 18:54:57"
"246527","Crystal Centers","106-21-4168","5470835682.37","2020-08-19 06:18:41","3.51","EUR","2021-07-08 16:52:37"
"667818","Williams Station","476-02-9791","9753587871.16","2020-05-11 11:39:18","6.73","EUR","2021-06-23 23:07:23"
"394198","Amanda Cliffs","456-77-6752","8011379159.45","2020-10-18 00:36:50","4.15","USD","2021-05-22 12:31:10"
"322921","Lopez Isle","615-56-5353","6797113410.15","2020-06-07 20:10:05","1.91","RMB","2021-09-03 22:59:22"
"265144","Roberts Brooks","314-59-3334","7526745137.21","2020-10-29 07:31:26","8.02","EUR","2021-12-14 00:31:07"
"979873","Andre Hills","357-75-0108","6819139829.79","2020-09-29 07:43:19","1.80","USD","2021-10-28 19:17:41"
"711066","Crystal Centers","336-38-2622","2040985681.88","2021-02-19 06:23:46","6.94","EUR","2021-11-12 04:03:28"
"607582","Maria Brooks","240-41-7389","1661975106.92","2020-07-30 23:15:50","4.45","RMB","2021-04-13 10:40:49"
"215898","Amanda Cliffs","220-02-9612","1710497363.52","2020-08-13 06:10:16","1.25","EUR","2021-12-31 09:48:50"
"503729","Victoria Falls","078-43-0688","9618172375.24","2020-11-14 02:39:21","1.15","USD","2021-05-12 23:09:09"
"688648","Julia Drives","439-03-6023","883780823.64","2021-01-10 22:18:27","3.46","USD","2021-11-04 03:06:44"
"507533","Carter Underpass","471-65-3793","7798909027.53","2020-12-27 12:51:37","9.38","RMB","2021-08-11 13:24:41"
"379540","Scott Island","261-07-2103","1663825997.42","2021-01-18 11:47:42","0.93","EUR","2021-06-18 23:57:55"
"583346","Julia Drives","240-41-7389","8925575265.80","2020-12-05 13:47:13","5.44","USD","2022-01-11 11:24:00"
"494028","Catherine Rapid","626-20-4603","8512915534.34","2020-09-23 08:21:09","8.55","EUR","2022-03-26 09:05:12"
"462807","Williams Station","516-78-5836","4274409624.64","2021-02-07 02:15:35","1.90","EUR","2021-06-19 21:08:57"
"266420","Coleman Plains","741-77-6051","978915593.13","2020-10-10 04:32:43","7.69","RMB","2021-12-27 17:04:55"
"777027","Tracy Garden","538-23-6135","5452651114.85","2021-03-06 08:35:50","6.19","EUR","2021-08-17 10:51:12"
"895514","George Village","689-74-7938","9512390150.60","2021-01-30 15:17:16","3.33","EUR","2021-11-10 08:54:21"
"306594","George Village","717-26-1742","7943985462.41","2021-03-29 07:06:09","8.34","USD","2021-11-12 10:58:20"
"297033","Thomas Drive","016-92-9775","4547619006.64","2021-03-03 15:08:41","2.88","USD","2022-03-07 18:55:28"
"386988","Maria Brooks","856-54-8738","1105475775.75","2020-07-13 17:10:46","0.78","EUR","2021-10-23 14:25:42"
"932980","Sanders Burg","642-52-3364","2652044348.93","2020-10-24 21:23:43","8.47","USD","2021-07-26 09:11:56"
"390059","Thomas Drive","204-50-7396","6325407851.53","2021-02-25 12:07:17","0.79","USD","2022-02-26 05:11:57"
"950006","Andre Hills","357-75-0108","870497208.59","2020-10-08 12:01:54","6.61","EUR","2021-12-12 17:04:56"
"699572","Andre Hills","242-84-3566","7691442605.45","2020-06-03 07:50:30","2.49","USD","2021-04-27 16:04:25"
"936973","Mcfarland Rapids","326-55-5521","9172700968.45","2021-03-18 15:48:37","1.50","EUR","2021-08-22 19:08:01"
"390248","Carter Underpass","794-51-2506","8505969217.54","2020-12-29 17:51:12","4.58","EUR","2021-07-13 18:28:46"
"885535","Carter Underpass","689-74-7938","299691861.76","2020-08-18 05:42:59","8.59","USD","2021-08-12 21:17:33"
"372206","Victoria Falls","622-41-5148","6096102656.50","2020-07-11 23:47:19","8.66","USD","2022-03-19 15:16:43"
"588641","Julia Drives","587-06-7645","9581922505.95","2020-06-26 13:14:53","9.63","RMB","2021-09-20 16:24:05"
"474679","Coleman Plains","204-50-7396","5606118950.64","2020-05-14 01:00:45","3.68","RMB","2021-09-20 22:04:23"
"388428","George Village","533-52-7765","4751040034.34","2021-01-22 03:28:50","0.26","RMB","2021-12-21 08:24:16"
"205798","Roberts Brooks","459-09-4084","8520122077.19","2020-08-23 11:16:44","8.27","USD","2021-08-27 18:11:47"
"245850","Coleman Plains","171-61-2878","3659609560.42","2021-03-09 04:26:35","1.53","RMB","2021-11-25 03:30:01"
"231841","Carter Underpass","622-41-5148","3583383474.35","2020-09-27 20:53:43","3.32","RMB","2021-07-06 08:42:04"
"992218","Victoria Falls","078-43-0688","7242404627.43","2020-05-23 12:59:48","1.18","RMB","2021-08-09 04:52:23"
"813973","Tracy Garden","587-06-7645","8618909007.42","2020-04-15 13:11:45","10.37","USD","2021-10-16 17:46:02"
"993055","George Village","204-50-7396","6965881422.24","2020-09-03 03:11:29","1.67","RMB","2021-10-25 19:17:50"
"477018","Lopez Isle","326-55-5521","6121658191.21","2020-05-13 09:40:18","3.25","EUR","2022-01-22 08:56:21"
"846253","Victoria Falls","356-17-4173","1534594689.55","2021-03-26 05:43:01","1.27","USD","2021-08-31 01:58:10"
"401661","Crystal Centers","494-12-0928","8275692204.86","2021-01-01 09:29:43","5.94","EUR","2021-12-03 12:49:46"
"197411","Victoria Falls","036-05-3750","2500532789.04","2021-03-18 20:41:37","2.20","RMB","2021-06-11 21:52:02"
"851663","Maria Brooks","106-21-4168","1216248764.90","2020-07-20 10:50:15","2.42","EUR","2022-02-12 17:57:31"
"474395","Carter Underpass","585-85-4029","6063590518.31","2021-01-19 11:16:50","7.81","EUR","2022-03-10 09:10:45"
"847922","Scott Island","736-65-4152","6309920373.46","2020-06-12 21:00:03","8.55","EUR","2022-04-06 05:18:21"
"948158","Coleman Plains","848-27-4290","8066934585.52","2020-10-16 09:30:09","7.04","RMB","2021-07-14 18:52:10"
"721628","George Village","794-51-2506","6081419466.72","2021-04-04 18:05:36","9.84","USD","2021-09-24 18:45:03"
"538978","Maria Brooks","234-84-2834","8163157670.64","2020-07-07 22:04:58","1.21","EUR","2021-07-18 11:56:07"
"785196","Norma Bridge","357-75-0108","9093453889.49","2021-03-23 07:07:19","8.86","EUR","2021-10-11 12:39:36"
