"573564","Wiggins Ridge","395-26-3225","102137.37","2020-05-21 20:30:38","4795.13","2021-06-09 01:45:23"
"971869","Jimmy Port","279-53-9019","775398.74","2020-04-13 15:51:18","8055.20","2021-10-16 18:51:54"
"571797","Wiggins Ridge","683-57-6249","675927.76","2021-01-14 17:08:32","3927.79","2021-06-17 13:10:37"
"522805","Joseph Land","749-60-4037","803912.82","2020-06-01 20:54:03","4050.58","2021-09-06 22:32:53"
"985828","Terry Fields","653-73-9317","931914.77","2020-12-31 01:07:23","8103.08","2021-10-26 04:08:58"
"700096","Jimmy Port","285-07-4629","117666.26","2020-10-08 05:45:38","1898.02","2022-01-26 06:48:17"
"577004","Joseph Land","702-08-3458","527423.26","2020-05-08 09:27:46","2172.54","2022-02-18 19:32:16"
"891998","Kelly Throughway","781-58-8862","550008.02","2020-06-16 18:30:24","6661.45","2022-03-28 01:56:26"
"492294","Kelly Throughway","680-40-3227","648661.43","2021-01-23 02:57:22","937.97","2022-02-11 02:43:55"
"942006","Wiggins Ridge","855-23-6809","984246.34","2020-06-07 13:36:30","5072.20","2021-08-03 14:51:13"
"409786","Jerry Island","815-53-8855","36142.03","2021-04-07 18:06:57","5629.52","2021-12-25 17:06:42"
"720382","Martin Viaduct","103-27-0476","211834.43","2020-07-04 20:44:42","5298.93","2022-03-30 23:35:57"
"632691","Ortega Garden","626-24-2892","84938.73","2020-05-16 16:03:14","2385.41","2021-10-30 00:09:34"
"275819","Terry Fields","508-30-3930","150661.02","2020-07-22 17:46:54","9993.42","2022-04-05 09:04:30"
"439050","Anne Via","355-99-9933","844633.40","2020-05-20 11:46:41","5059.05","2021-12-27 02:21:44"
"191625","Jimmy Port","285-77-2982","520422.03","2020-08-28 10:22:47","9258.74","2021-05-19 22:09:25"
"908870","Kenneth Islands","576-03-3182","391115.75","2020-11-14 22:42:59","2583.13","2021-12-12 11:46:53"
"257001","Christine Place","626-24-2892","818816.02","2020-12-15 07:42:48","5948.91","2021-08-16 09:47:10"
"614601","Ortega Garden","680-40-3227","958573.43","2020-10-24 20:25:12","2852.28","2022-02-12 19:21:45"
"579642","Ronald Landing","877-50-1508","828631.77","2020-04-20 10:34:45","1172.14","2021-05-05 03:11:25"
"497757","Ortega Garden","473-75-3379","667820.63","2020-05-15 19:47:01","6616.62","2021-07-08 10:01:58"
"101169","Kelly Throughway","268-16-4277","190541.67","2021-02-28 03:43:39","9469.47","2022-02-19 07:03:02"
"996381","Adam Oval","099-85-1117","208739.90","2020-08-06 17:13:20","631.99","2022-02-26 19:30:24"
"781220","Kelly Throughway","099-85-1117","98637.40","2020-10-14 15:12:34","702.21","2021-07-19 07:59:38"
"171792","Davis Meadows","569-69-1722","509308.19","2020-11-23 09:50:22","4405.49","2021-06-06 07:00:40"
"659750","Martin Viaduct","539-71-5500","932309.35","2021-01-05 00:08:25","2084.97","2022-01-24 21:59:31"
"941256","Davis Meadows","586-69-4192","263283.96","2020-09-29 18:27:27","9503.10","2021-05-04 09:34:33"
"698400","Ronald Landing","781-58-8862","188704.79","2020-11-04 18:50:42","8832.47","2022-03-27 16:29:26"
"273980","Ronald Landing","792-24-5416","875869.60","2020-11-12 22:25:33","7578.68","2021-09-02 17:37:43"
"715834","Terry Fields","243-22-1577","998451.60","2020-05-05 23:09:16","7104.63","2022-02-15 03:31:28"
"567212","Kelly Throughway","256-21-3844","433188.79","2020-06-03 11:57:55","6411.87","2021-09-24 17:30:38"
"135166","Davis Meadows","626-24-2892","47129.97","2021-04-06 04:41:14","4841.26","2021-05-02 18:30:17"
"724087","Christine Place","274-03-6560","402113.79","2020-08-20 04:55:11","3142.31","2021-06-06 17:49:45"
"380386","Karen Springs","470-11-1728","452043.08","2020-05-06 08:10:27","6592.23","2022-01-10 16:41:18"
"566688","Kenneth Islands","723-70-5479","761558.04","2020-11-11 02:09:42","5245.01","2021-10-09 13:02:01"
"164363","Joseph Land","395-26-3225","397956.06","2020-07-17 04:50:56","2166.96","2022-02-10 09:23:06"
"370509","Jacob Falls","626-24-2892","989653.33","2020-08-13 22:15:56","6234.56","2021-06-05 06:43:44"
"445016","Wiggins Ridge","702-08-3458","695077.75","2020-10-27 19:39:34","4990.84","2022-02-05 13:04:00"
"155448","Ronald Landing","626-24-2892","437279.33","2021-02-27 02:11:04","514.42","2021-07-06 12:17:18"
"583233","Rebecca Forge","337-38-4194","484182.15","2020-11-11 19:18:10","5460.73","2021-06-30 19:35:51"
"251669","Rebecca Forge","122-74-7258","57765.35","2020-11-24 01:23:12","530.88","2021-05-07 00:33:54"
"106658","Ronald Landing","474-48-5190","839126.13","2020-05-29 13:36:44","1317.78","2021-05-04 00:59:13"
"700693","Karen Springs","627-38-9813","21792.68","2020-05-21 12:04:05","6828.59","2022-02-13 00:22:15"
"564284","Rebecca Forge","576-03-3182","254810.56","2021-01-02 01:15:39","735.80","2021-10-24 17:35:58"
"590112","Adam Oval","274-03-6560","471521.64","2020-05-01 12:14:39","9593.46","2021-12-08 01:34:34"
"598873","Wright Haven","473-75-3379","653205.80","2020-07-02 02:06:18","1351.38","2021-07-24 11:53:38"
"141766","Adam Oval","533-75-5748","361179.62","2021-03-29 11:38:48","8524.20","2021-06-13 01:36:48"
"766981","Wiggins Ridge","653-73-9317","574112.05","2020-09-11 20:20:22","2945.33","2021-08-26 04:55:45"
"630845","Ronald Landing","240-15-0081","754469.67","2021-03-04 06:07:31","8731.10","2021-06-26 18:45:39"
"702262","Ronald Landing","855-23-6809","655010.18","2020-05-30 22:51:57","2538.16","2021-10-22 04:25:05"
"921919","Ronald Landing","483-32-1546","563035.54","2020-10-30 22:21:23","4885.31","2021-05-04 03:55:41"
"608211","Anne Via","395-26-3225","724810.12","2020-09-20 09:43:36","1664.69","2021-11-30 12:25:48"
"179292","Karen Springs","337-38-4194","942791.77","2020-08-14 11:57:37","4092.66","2022-02-01 06:57:12"
"994854","Wiggins Ridge","709-17-9063","111952.04","2020-04-25 02:23:27","5038.52","2022-04-08 09:44:27"
"460780","Jacob Falls","229-55-4021","34304.15","2021-03-01 03:07:06","847.33","2021-08-22 06:13:19"
"647453","Kelly Throughway","243-22-1577","398115.32","2020-05-20 01:07:28","1184.28","2021-08-04 22:10:48"
"377549","Karen Springs","099-85-1117","850424.67","2020-04-30 11:18:13","6424.80","2021-10-31 16:16:50"
"239752","Jacob Falls","839-34-6208","758670.06","2020-12-21 22:35:35","1963.82","2021-07-09 21:38:36"
"775285","Karen Springs","154-77-3189","70299.56","2020-05-06 08:26:55","5564.15","2021-08-24 09:52:40"
"822349","Adam Oval","530-79-6217","946990.53","2020-05-10 07:40:04","4498.71","2021-09-08 10:26:54"
"371161","Hill Hills","013-48-0412","900764.67","2021-03-19 15:40:51","9149.47","2021-08-24 10:00:54"
"444018","Terry Fields","483-32-1546","973731.70","2020-12-30 15:17:43","3522.88","2021-06-04 15:06:29"
"798189","Hill Hills","253-89-6776","519199.59","2021-03-11 00:54:36","8085.64","2022-02-13 08:14:12"
